1;cass;fro2;
2;cass;lab2;
3;cass;lav2;
4;cass;vill;
5;fro2;lab2;
6;fro2;lav2;
7;fro2;vill;
8;lab2;lav2;
9;lab2;vill;
10;lav2;vill;
