580;2;bouin1;bouin2;
600;2;bouin1;bouin2;
620;2;bouin1;bouin2;
640;2;bouin1;bouin2;
660;2;bouin1;bouin2;
680;2;bouin1;bouin2;
700;2;bouin1;bouin2;
720;2;bouin1;bouin2;
740;2;bouin1;bouin2;
760;2;bouin1;bouin2;
780;2;bouin1;bouin2;
800;2;bouin1;bouin2;
820;2;bouin1;bouin2;
840;2;bouin1;bouin2;
860;2;bouin1;bouin2;
880;2;bouin1;bouin2;
