580;fro2 - mont (u9);cug2 - stjo (u9);
600;fro1 - toac (u9);;
620;cug1 - stjo (u9);cug2 - mont (u9);
640;fro2 - toac (u9);;
660;mont - stjo (u9);cug1 - fro1 (u9);
680;cug2 - fro2 (u9);;
700;;;
720;;;
740;;;
760;mont - toac (u9);fro1 - stjo (u9);
780;cug1 - fro2 (u9);cug2 - toac (u9);
800;fro1 - mont (u9);stjo - toac (u9);
820;;;
840;fro2 - stjo (u9);cug1 - toac (u9);
860;cug2 - fro1 (u9);;
880;cug1 - mont (u9);;
