1;580;09:40;
2;600;10:00;
3;620;10:20;
4;640;10:40;
5;660;11:00;
6;680;11:20;
7;700;11:40;
8;720;12:00;
9;740;12:20;
10;760;12:40;
11;780;13:00;
12;800;13:20;
13;820;13:40;
14;840;14:00;
15;860;14:20;
16;880;14:40;
;;
#prio 1;;
