560;3;bouin;ext1;ext2;
580;3;bouin;ext1;ext2;
600;3;bouin;ext1;ext2;
620;3;bouin;ext1;ext2;
640;3;bouin;ext1;ext2;
660;3;bouin;ext1;ext2;
680;3;bouin;ext1;ext2;
700;3;bouin;ext1;ext2;
720;3;bouin;ext1;ext2;
740;3;bouin;ext1;ext2;
760;3;bouin;ext1;ext2;
780;3;bouin;ext1;ext2;
800;3;bouin;ext1;ext2;
820;3;bouin;ext1;ext2;
840;3;bouin;ext1;ext2;
860;3;bouin;ext1;ext2;
880;3;bouin;ext1;ext2;
900;3;bouin;ext1;ext2;
