580;6;b1;b2;b3;r1;r2;r3;
600;6;b1;b2;b3;r1;r2;r3;
620;6;b1;b2;b3;r1;r2;r3;
640;6;b1;b2;b3;r1;r2;r3;
660;6;b1;b2;b3;r1;r2;r3;
680;6;b1;b2;b3;r1;r2;r3;
700;6;b1;b2;b3;r1;r2;r3;
720;6;b1;b2;b3;r1;r2;r3;
800;6;b1;b2;b3;r1;r2;r3;
820;6;b1;b2;b3;r1;r2;r3;
840;6;b1;b2;b3;r1;r2;r3;
860;6;b1;b2;b3;r1;r2;r3;
880;6;b1;b2;b3;r1;r2;r3;
900;6;b1;b2;b3;r1;r2;r3;
920;6;b1;b2;b3;r1;r2;r3;
