1;ast1;cug1;
2;ast1;cug2;
3;ast1;gim;
4;ast1;lab1;
5;ast1;lab2;
6;ast1;net1;
7;ast1;net2;
8;ast2;cug1;
9;ast2;cug2;
10;ast2;gim;
11;ast2;lab1;
12;ast2;lab2;
13;ast2;net1;
14;ast2;net2;
15;cug1;gim;
16;cug1;lab1;
17;cug1;lab2;
18;cug1;net1;
19;cug1;net2;
20;cug2;gim;
21;cug2;lab1;
22;cug2;lab2;
23;cug2;net1;
24;cug2;net2;
25;gim;lab1;
26;gim;lab2;
27;gim;net1;
28;gim;net2;
29;lab1;net1;
30;lab1;net2;
31;lab2;net1;
32;lab2;net2;
