1;580;09:40;
2;600;10:00;
3;620;10:20;
4;640;10:40;
5;660;11:00;
6;680;11:20;
7;700;11:40;
8;720;12:00;
;;
;;
9;800;13:20;
10;820;13:40;
11;840;14:00;
12;860;14:20;
13;880;14:40;
14;900;15:00;
15;920;15:20;
;;
#prio 6;;
